상호명,지점명,상권업종중분류명,상권업종소분류명,표준산업분류명,시도명,시군구명,행정동명,법정동명,지번본번지,지번부번지,지번주소,건물본번지,건물부번지,건물명,도로명주소,신우편번호,경도,위도
진짜무쇠삼겹전주점,,한식,돼지고기 구이/찜,한식 육류 요리 전문점,전북특별자치도,전주시 완산구,효자5동,효자동3가,1533,6,전북특별자치도 전주시 완산구 효자동3가 1533-6,60,22,,전북특별자치도 전주시 완산구 홍산북로 60-22,54969,127.1083523,35.81672167
솔이부엌,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,중화산2동,중화산동2가,629,2,전북특별자치도 전주시 완산구 중화산동2가 629-2,38,,대명빌딩,전북특별자치도 전주시 완산구 중산중앙로 38,54977,127.1223606,35.81638377
히노아지전주,효자점,일식,일식 면 요리,일식 음식점업,전북특별자치도,전주시 완산구,효자5동,효자동3가,1668,5,전북특별자치도 전주시 완산구 효자동3가 1668-5,29,,,전북특별자치도 전주시 완산구 마전들로 29,54961,127.0988084,35.82120014
토리밥상,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 덕진구,팔복동,팔복동1가,163,8,전북특별자치도 전주시 덕진구 팔복동1가 163-8,63,,,전북특별자치도 전주시 덕진구 신복로 63,54845,127.1072657,35.85623379
달래해장전북도청점,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,효자5동,효자동3가,1541,9,전북특별자치도 전주시 완산구 효자동3가 1541-9,18,,,전북특별자치도 전주시 완산구 홍산중앙로 18,54969,127.109335,35.81515258
써니네하우스,,서양식,경양식,서양식 음식점업,전북특별자치도,전주시 완산구,중앙동,중앙동2가,34,6,전북특별자치도 전주시 완산구 중앙동2가 34-6,33,,,전북특별자치도 전주시 완산구 충경로 33,54999,127.1428888,35.81753276
온봄,,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,전북특별자치도,전주시 완산구,효자5동,효자동3가,1619,8,전북특별자치도 전주시 완산구 효자동3가 1619-8,27,3,푸른솔,전북특별자치도 전주시 완산구 문학대2길 27-3,54959,127.1047016,35.82584566
미성,신시가지점,한식,돼지고기 구이/찜,한식 육류 요리 전문점,전북특별자치도,전주시 완산구,효자5동,효자동3가,1527,14,전북특별자치도 전주시 완산구 효자동3가 1527-14,59,12,,전북특별자치도 전주시 완산구 홍산북로 59-12,54969,127.1080002,35.81815499
미가옥송천,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 덕진구,송천2동,송천동2가,1221,,전북특별자치도 전주시 덕진구 송천동2가 1221,100,,송천시영,전북특별자치도 전주시 덕진구 와룡로 100,54826,127.11232,35.86829696
야시장1999비엔엠,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,평화1동,평화동1가,717,14,전북특별자치도 전주시 완산구 평화동1가 717-14,216,,산마루,전북특별자치도 전주시 완산구 평화로 216,55121,127.1367104,35.79588262
마라부마라탕평화,삼천점,중식,마라탕/훠궈,중식 음식점업,전북특별자치도,전주시 완산구,평화2동,평화동2가,892,1,전북특별자치도 전주시 완산구 평화동2가 892-1,20,,,전북특별자치도 전주시 완산구 소대배기로 20,55126,127.1324034,35.78698295
빡스낵,,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,전북특별자치도,전주시 덕진구,혁신동,중동,807,,전북특별자치도 전주시 덕진구 중동 807,90,,전북혁신호반건설더클래스2차,전북특별자치도 전주시 덕진구 오공로 90,54873,127.0653234,35.83560711
우아다슬기마을,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 덕진구,우아1동,우아동3가,747,2,전북특별자치도 전주시 덕진구 우아동3가 747-2,9,5,,전북특별자치도 전주시 덕진구 우아7길 9-5,54909,127.15509,35.8495934
요시,,일식,일식 회/초밥,일식 음식점업,전북특별자치도,전주시 완산구,노송동,서노송동,568,107,전북특별자치도 전주시 완산구 서노송동 568-107,44,,,전북특별자치도 전주시 완산구 노송광장로 44,54994,127.1466207,35.82507181
라스트쿠프,,서양식,경양식,서양식 음식점업,전북특별자치도,전주시 완산구,중앙동,중앙동1가,36,13,전북특별자치도 전주시 완산구 중앙동1가 36-13,22,,,전북특별자치도 전주시 완산구 충경로 22,55038,127.1417811,35.81686714
본설렁탕전주,금암점,한식,국/탕/찌개류,한식 일반 음식점업,전북특별자치도,전주시 덕진구,금암1동,금암동,761,6,전북특별자치도 전주시 덕진구 금암동 761-6,492,,,전북특별자치도 전주시 덕진구 전주천동로 492,54933,127.1304593,35.83598665
브로콜리건강요리연구소,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 덕진구,여의동,만성동,1273,10,전북특별자치도 전주시 덕진구 만성동 1273-10,8,,나인빌,전북특별자치도 전주시 덕진구 만성남4길 8,54867,127.0720353,35.84080353
불타는깡통집,,한식,돼지고기 구이/찜,한식 육류 요리 전문점,전북특별자치도,전주시 덕진구,우아2동,우아동2가,891,4,전북특별자치도 전주시 덕진구 우아동2가 891-4,161,,,전북특별자치도 전주시 덕진구 정언신로 161,55022,127.1711023,35.83134826
벽돌곱창전주,본점,한식,곱창 전골/구이,한식 육류 요리 전문점,전북특별자치도,전주시 완산구,삼천3동,삼천동1가,284,61,전북특별자치도 전주시 완산구 삼천동1가 284-61,26,,,전북특별자치도 전주시 완산구 용리로 26,55086,127.1126199,35.79846719
덕이네분식,,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,전북특별자치도,전주시 완산구,중화산1동,중화산동2가,534,3,전북특별자치도 전주시 완산구 중화산동2가 534-3,280,,,전북특별자치도 전주시 완산구 서원로 280,55049,127.1252192,35.81172131
한우와참치,,일식,일식 회/초밥,일식 음식점업,전북특별자치도,전주시 완산구,효자5동,효자동2가,1242,2,전북특별자치도 전주시 완산구 효자동2가 1242-2,16,,,전북특별자치도 전주시 완산구 홍산남로 16,54966,127.1035152,35.81557232
랍스타하우스,,한식,횟집,한식 해산물 요리 전문점,전북특별자치도,전주시 덕진구,송천1동,송천동2가,324,9,전북특별자치도 전주시 덕진구 송천동2가 324-9,1129,,,전북특별자치도 전주시 덕진구 동부대로 1129,54828,127.1235162,35.86947562
우라우라,,일식,일식 회/초밥,일식 음식점업,전북특별자치도,전주시 덕진구,송천1동,송천동2가,1331,5,전북특별자치도 전주시 덕진구 송천동2가 1331-5,29,,,전북특별자치도 전주시 덕진구 세병서로 29,55149,127.125447,35.87208726
꼬막루,,한식,해산물 구이/찜,중식 음식점업,전북특별자치도,전주시 완산구,효자5동,효자동3가,1633,4,전북특별자치도 전주시 완산구 효자동3가 1633-4,13,,,전북특별자치도 전주시 완산구 마전중앙로 13,54962,127.1033041,35.82344951
호야돌솥밥,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,평화2동,평화동1가,711,4,전북특별자치도 전주시 완산구 평화동1가 711-4,214,,,전북특별자치도 전주시 완산구 장승배기로 214,55122,127.1359811,35.79637013
창영이국수집,,한식,국수/칼국수,한식 면 요리 전문점,전북특별자치도,전주시 덕진구,조촌동,용정동,36,4,전북특별자치도 전주시 덕진구 용정동 36-4,489,,,전북특별자치도 전주시 덕진구 번영로 489,54806,127.0608705,35.87431836
국수나무,삼천점,한식,국수/칼국수,김밥 및 기타 간이 음식점업,전북특별자치도,전주시 완산구,삼천2동,삼천동1가,605,7,전북특별자치도 전주시 완산구 삼천동1가 605-7,2,,,전북특별자치도 전주시 완산구 거마산1길 2,55089,127.1218573,35.79843114
한상가득,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,효자5동,효자동3가,1525,2,전북특별자치도 전주시 완산구 효자동3가 1525-2,276,,,전북특별자치도 전주시 완산구 홍산로 276,54969,127.1064511,35.81822847
솔가함흥냉면,,한식,냉면/밀면,한식 육류 요리 전문점,전북특별자치도,전주시 완산구,효자5동,효자동3가,1697,2,전북특별자치도 전주시 완산구 효자동3가 1697-2,17,15,,전북특별자치도 전주시 완산구 석산2길 17-15,54963,127.1043182,35.82038435
황금포차,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,노송동,서노송동,668,2,전북특별자치도 전주시 완산구 서노송동 668-2,79,,,전북특별자치도 전주시 완산구 권삼득로 79,55004,127.1451327,35.82836321
고향역객사,본점,한식,돼지고기 구이/찜,한식 육류 요리 전문점,전북특별자치도,전주시 완산구,중앙동,다가동4가,125,1,전북특별자치도 전주시 완산구 다가동4가 125-1,264,3,,전북특별자치도 전주시 완산구 전주천동로 264-3,54999,127.1377694,35.81981893
문송식당,,한식,돼지고기 구이/찜,한식 육류 요리 전문점,전북특별자치도,전주시 완산구,효자5동,효자동3가,1618,3,전북특별자치도 전주시 완산구 효자동3가 1618-3,32,4,,전북특별자치도 전주시 완산구 문학대4길 32-4,54959,127.1052447,35.82646705
여기로,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 덕진구,인후1동,인후동1가,780,4,전북특별자치도 전주시 덕진구 인후동1가 780-4,16,,,전북특별자치도 전주시 덕진구 팽나무5길 16,55008,127.1557373,35.83526259
강릉집,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,중화산2동,중화산동2가,595,13,전북특별자치도 전주시 완산구 중화산동2가 595-13,336,,누리,전북특별자치도 전주시 완산구 효자로 336,54976,127.1222318,35.81899756
한상대첩,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 덕진구,여의동,만성동,1349,4,전북특별자치도 전주시 덕진구 만성동 1349-4,61,,,전북특별자치도 전주시 덕진구 만성북로 61,54858,127.0815619,35.84806157
불초밥,,일식,일식 회/초밥,일식 음식점업,전북특별자치도,전주시 덕진구,인후2동,인후동2가,1581,3,전북특별자치도 전주시 덕진구 인후동2가 1581-3,148,,,전북특별자치도 전주시 덕진구 거북바우로 148,54918,127.1517458,35.84318073
블랙올리브,,서양식,경양식,서양식 음식점업,전북특별자치도,전주시 완산구,효자5동,효자동2가,1227,2,전북특별자치도 전주시 완산구 효자동2가 1227-2,11,3,,전북특별자치도 전주시 완산구 홍산북로 11-3,54966,127.1027988,35.81772694
시엠프레비,,서양식,경양식,서양식 음식점업,전북특별자치도,전주시 덕진구,송천2동,송천동2가,1329,2,전북특별자치도 전주시 덕진구 송천동2가 1329-2,9,,전주에코시티디케이몰,전북특별자치도 전주시 덕진구 세병서로 9,55149,127.1237092,35.87253968
대동가,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,노송동,서노송동,616,22,전북특별자치도 전주시 완산구 서노송동 616-22,27,,,전북특별자치도 전주시 완산구 문화광장로 27,55000,127.1465286,35.82315224
고집,본점,한식,돼지고기 구이/찜,한식 육류 요리 전문점,전북특별자치도,전주시 완산구,효자5동,효자동2가,1235,10,전북특별자치도 전주시 완산구 효자동2가 1235-10,14,,,전북특별자치도 전주시 완산구 바우배기2길 14,54966,127.1032954,35.81673513
항상이집,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,효자2동,효자동1가,552,,전북특별자치도 전주시 완산구 효자동1가 552,15,,,전북특별자치도 전주시 완산구 성지산3길 15,55082,127.1219564,35.80537077
명복이네집,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 덕진구,인후3동,인후동1가,900,2,전북특별자치도 전주시 덕진구 인후동1가 900-2,25,,,전북특별자치도 전주시 덕진구 가재미로 25,55024,127.1627714,35.82734022
투모로우,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,풍남동,풍남동3가,19,6,전북특별자치도 전주시 완산구 풍남동3가 19-6,71,,,전북특별자치도 전주시 완산구 기린대로 71,55041,127.1544042,35.81555377
뚜레쥬르신일,강변점,기타 간이,빵/도넛,제과점업,전북특별자치도,전주시 완산구,효자3동,효자동1가,663,1,전북특별자치도 전주시 완산구 효자동1가 663-1,28,,,전북특별자치도 전주시 완산구 효자천변1길 28,55085,127.114127,35.80024125
삼겹살이야기,,한식,돼지고기 구이/찜,한식 육류 요리 전문점,전북특별자치도,전주시 덕진구,송천2동,송천동1가,833,4,전북특별자치도 전주시 덕진구 송천동1가 833-4,52,,,전북특별자치도 전주시 덕진구 시천로 52,54830,127.1146833,35.86398674
고진감래,,한식,돼지고기 구이/찜,한식 육류 요리 전문점,전북특별자치도,전주시 완산구,효자5동,효자동3가,1538,3,전북특별자치도 전주시 완산구 효자동3가 1538-3,84,20,,전북특별자치도 전주시 완산구 홍산북로 84-20,54969,127.1106429,35.81673761
바베큐79,,한식,돼지고기 구이/찜,한식 일반 음식점업,전북특별자치도,전주시 완산구,동서학동,동서학동,258,7,전북특별자치도 전주시 완산구 동서학동 258-7,7,,,전북특별자치도 전주시 완산구 학봉2길 7,55114,127.1535778,35.8058843
우리할매떡볶이,서신점,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,전북특별자치도,전주시 완산구,서신동,서신동,763,1,전북특별자치도 전주시 완산구 서신동 763-1,27,,서신동신일,전북특별자치도 전주시 완산구 당산로 27,54947,127.1114282,35.8323467
고기싸롱평화점,,한식,돼지고기 구이/찜,한식 일반 음식점업,전북특별자치도,전주시 완산구,평화2동,평화동1가,710,4,전북특별자치도 전주시 완산구 평화동1가 710-4,200,,일부,전북특별자치도 전주시 완산구 장승배기로 200,55122,127.1347747,35.79601999
당연이,,기타 간이,빵/도넛,제과점업,전북특별자치도,전주시 완산구,완산동,서완산동1가,589,1,전북특별자치도 전주시 완산구 서완산동1가 589-1,281,,,전북특별자치도 전주시 완산구 용머리로 281,55047,127.1387067,35.81154428
황가네닭발꼼장어참숯구이,,한식,돼지고기 구이/찜,한식 육류 요리 전문점,전북특별자치도,전주시 덕진구,송천1동,송천동2가,522,6,전북특별자치도 전주시 덕진구 송천동2가 522-6,16,,,전북특별자치도 전주시 덕진구 붓내3길 16,54829,127.123113,35.86652894
콩심이양푼김치갈비전골,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 덕진구,송천1동,송천동2가,263,3,전북특별자치도 전주시 덕진구 송천동2가 263-3,17,15,,전북특별자치도 전주시 덕진구 붓내3길 17-15,54828,127.1235036,35.86849327
달당,,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,전북특별자치도,전주시 완산구,풍남동,교동,68,1,전북특별자치도 전주시 완산구 교동 68-1,63,,,전북특별자치도 전주시 완산구 은행로 63,55045,127.1528086,35.81442022
연탄위에노는흑돼지,,한식,돼지고기 구이/찜,한식 육류 요리 전문점,전북특별자치도,전주시 덕진구,인후1동,인후동1가,780,1,전북특별자치도 전주시 덕진구 인후동1가 780-1,15,,,전북특별자치도 전주시 덕진구 팽나무4길 15,55008,127.1546524,35.83516485
카페어반,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,삼천1동,삼천동1가,601,15,전북특별자치도 전주시 완산구 삼천동1가 601-15,89,,,전북특별자치도 전주시 완산구 용리로 89,55084,127.119402,35.79882115
멘야케이전주,신시가지점,일식,일식 회/초밥,일식 음식점업,전북특별자치도,전주시 완산구,효자5동,효자동2가,1242,1,전북특별자치도 전주시 완산구 효자동2가 1242-1,14,,,전북특별자치도 전주시 완산구 홍산남로 14,54966,127.1032275,35.81555454
한옥마을물갈비,,한식,돼지고기 구이/찜,한식 육류 요리 전문점,전북특별자치도,전주시 완산구,풍남동,풍남동2가,7,3,전북특별자치도 전주시 완산구 풍남동2가 7-3,28,,,전북특별자치도 전주시 완산구 동문길 28,55040,127.1523199,35.81926963
포베,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 덕진구,송천1동,송천동2가,1329,1,전북특별자치도 전주시 덕진구 송천동2가 1329-1,10,,,전북특별자치도 전주시 덕진구 세병2길 10,55149,127.1245737,35.87307954
우연,,한식,돼지고기 구이/찜,한식 육류 요리 전문점,전북특별자치도,전주시 덕진구,송천1동,송천동2가,1331,10,전북특별자치도 전주시 덕진구 송천동2가 1331-10,39,,,전북특별자치도 전주시 덕진구 세병서로 39,55149,127.126543,35.87199598
우미국수,,한식,국수/칼국수,한식 면 요리 전문점,전북특별자치도,전주시 덕진구,인후3동,인후동1가,952,5,전북특별자치도 전주시 덕진구 인후동1가 952-5,38,,,전북특별자치도 전주시 덕진구 한배미로 38,55030,127.1691281,35.82415
달팽이슈퍼,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,중앙동,다가동4가,86,2,전북특별자치도 전주시 완산구 다가동4가 86-2,53,,,전북특별자치도 전주시 완산구 전주객사2길 53,54999,127.1398815,35.81895128
오리하는남자,,한식,돼지고기 구이/찜,한식 육류 요리 전문점,전북특별자치도,전주시 완산구,효자1동,효자동1가,201,65,전북특별자치도 전주시 완산구 효자동1가 201-65,14,12,,전북특별자치도 전주시 완산구 효동2길 14-12,55093,127.1264592,35.80523092
아중제과,,기타 간이,빵/도넛,제과점업,전북특별자치도,전주시 덕진구,인후3동,인후동1가,803,2,전북특별자치도 전주시 덕진구 인후동1가 803-2,3,,,전북특별자치도 전주시 덕진구 진버들3길 3,55013,127.1620998,35.83449712
은행나무갈매기,,한식,돼지고기 구이/찜,한식 육류 요리 전문점,전북특별자치도,전주시 완산구,서신동,서신동,816,5,전북특별자치도 전주시 완산구 서신동 816-5,8,,,전북특별자치도 전주시 완산구 서신천변12길 8,54952,127.1150439,35.82998199
천년누리전주빵카페,,기타 간이,빵/도넛,제과점업,전북특별자치도,전주시 완산구,노송동,서노송동,567,9,전북특별자치도 전주시 완산구 서노송동 567-9,91,,,전북특별자치도 전주시 완산구 현무3길 91,55000,127.1485754,35.82289738
우리할매떡볶이,,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,전북특별자치도,전주시 완산구,삼천2동,삼천동1가,644,,전북특별자치도 전주시 완산구 삼천동1가 644,36,,정동빌딩,전북특별자치도 전주시 완산구 거마평로 36,55088,127.1170629,35.7955789
또랑강진다슬기,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,효자1동,효자동1가,101,8,전북특별자치도 전주시 완산구 효자동1가 101-8,30,,,전북특별자치도 전주시 완산구 효동3길 30,55094,127.1294221,35.8038939
한일,,한식,돼지고기 구이/찜,한식 육류 요리 전문점,전북특별자치도,전주시 완산구,중앙동,중앙동4가,13,2,전북특별자치도 전주시 완산구 중앙동4가 13-2,3,2,,전북특별자치도 전주시 완산구 전라감영4길 3-2,55038,127.1448444,35.81585408
꼭그전집,,한식,전/부침개,한식 일반 음식점업,전북특별자치도,전주시 완산구,평화1동,평화동1가,737,16,전북특별자치도 전주시 완산구 평화동1가 737-16,204,,,전북특별자치도 전주시 완산구 평화로 204,55121,127.1367194,35.79467492
대창상회,,한식,곱창 전골/구이,한식 육류 요리 전문점,전북특별자치도,전주시 덕진구,우아2동,우아동2가,917,8,전북특별자치도 전주시 덕진구 우아동2가 917-8,14,3,,전북특별자치도 전주시 덕진구 아중1길 14-3,55023,127.171694,35.82858056
모모그린,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,삼천2동,삼천동1가,666,5,전북특별자치도 전주시 완산구 삼천동1가 666-5,62,,,전북특별자치도 전주시 완산구 거마남로 62,55091,127.1235338,35.79513081
귀빈갈비,,한식,돼지고기 구이/찜,한식 육류 요리 전문점,전북특별자치도,전주시 완산구,평화2동,평화동3가,246,13,전북특별자치도 전주시 완산구 평화동3가 246-13,156,14,,전북특별자치도 전주시 완산구 난전들로 156-14,55139,127.1184807,35.78187828
채선당도시락앤샐러드밀키트24,전북대점,한식,백반/한정식,김밥 및 기타 간이 음식점업,전북특별자치도,전주시 덕진구,덕진동,덕진동1가,1275,19,전북특별자치도 전주시 덕진구 덕진동1가 1275-19,487,,,전북특별자치도 전주시 덕진구 기린대로 487,54893,127.1246702,35.84277927
가희당,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 덕진구,여의동,만성동,1345,3,전북특별자치도 전주시 덕진구 만성동 1345-3,51,25,일부호스페이스온지식산업센터,전북특별자치도 전주시 덕진구 만성북로 51-25,54858,127.0826367,35.84905222
피스앤러브,,서양식,경양식,서양식 음식점업,전북특별자치도,전주시 완산구,중앙동,중앙동4가,10,1,전북특별자치도 전주시 완산구 중앙동4가 10-1,5,1,,전북특별자치도 전주시 완산구 전라감영4길 5-1,55038,127.1447672,35.81604343
국수먹는날,,한식,국수/칼국수,한식 면 요리 전문점,전북특별자치도,전주시 덕진구,덕진동,덕진동2가,678,6,전북특별자치도 전주시 덕진구 덕진동2가 678-6,12,,기적빌,전북특별자치도 전주시 덕진구 가리내10길 12,54890,127.1108997,35.84230608
큰집식당,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 덕진구,여의동,여의동2가,702,54,전북특별자치도 전주시 덕진구 여의동2가 702-54,4,,,전북특별자치도 전주시 덕진구 덕용4길 4,54848,127.0778645,35.87066749
최고당돈가스전주대점,,일식,일식 카레/돈가스/덮밥,서양식 음식점업,전북특별자치도,전주시 완산구,효자4동,효자동2가,1080,,전북특별자치도 전주시 완산구 효자동2가 1080,303,,전주대학교,전북특별자치도 전주시 완산구 천잠로 303,55069,127.0888766,35.81616985
스타밥스전주대학교스타,센터점,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,효자4동,효자동2가,1080,,전북특별자치도 전주시 완산구 효자동2가 1080,303,,전주대학교,전북특별자치도 전주시 완산구 천잠로 303,55069,127.0888766,35.81616985
오늘도사시미,효자점,일식,일식 회/초밥,일식 음식점업,전북특별자치도,전주시 완산구,효자4동,효자동2가,1212,5,전북특별자치도 전주시 완산구 효자동2가 1212-5,89,,일부,전북특별자치도 전주시 완산구 우전로 89,55065,127.1011427,35.80323606
카페콤마,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 덕진구,덕진동,덕진동1가,1276,6,전북특별자치도 전주시 덕진구 덕진동1가 1276-6,496,,,전북특별자치도 전주시 덕진구 기린대로 496,54898,127.1242731,35.84366291
어벤져스,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 덕진구,인후1동,인후동1가,766,13,전북특별자치도 전주시 덕진구 인후동1가 766-13,275,,,전북특별자치도 전주시 덕진구 안덕원로 275,54914,127.1570913,35.83714445
두번먹는명인김치찜,,한식,국/탕/찌개류,한식 일반 음식점업,전북특별자치도,전주시 완산구,서신동,서신동,811,7,전북특별자치도 전주시 완산구 서신동 811-7,17,,,전북특별자치도 전주시 완산구 안터4길 17,54950,127.1171014,35.82934913
이모네분식,,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,전북특별자치도,전주시 덕진구,인후3동,인후동1가,804,5,전북특별자치도 전주시 덕진구 인후동1가 804-5,6,,,전북특별자치도 전주시 덕진구 진버들3길 6,55013,127.1623215,35.83466806
계화,,한식,돼지고기 구이/찜,한식 육류 요리 전문점,전북특별자치도,전주시 덕진구,송천1동,송천동2가,1331,9,전북특별자치도 전주시 덕진구 송천동2가 1331-9,37,,,전북특별자치도 전주시 덕진구 세병서로 37,55149,127.1263216,35.87201424
김판쇠전주우족탕,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 덕진구,금암1동,금암동,455,23,전북특별자치도 전주시 덕진구 금암동 455-23,132,,,전북특별자치도 전주시 덕진구 태진로 132,54934,127.1357,35.83276336
본죽앤비빔밥전주효천점,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,효자4동,효자동2가,1377,2,전북특별자치도 전주시 완산구 효자동2가 1377-2,55,,,전북특별자치도 전주시 완산구 효천중앙로 55,55079,127.1078746,35.79895822
장군닭발,,한식,닭/오리고기 구이/찜,기타 주점업,전북특별자치도,전주시 완산구,삼천3동,삼천동1가,284,7,전북특별자치도 전주시 완산구 삼천동1가 284-7,20,,,전북특별자치도 전주시 완산구 용리로 20,55086,127.1120223,35.79835058
북새통분식,,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,전북특별자치도,전주시 덕진구,우아1동,우아동3가,748,56,전북특별자치도 전주시 덕진구 우아동3가 748-56,11,,,전북특별자치도 전주시 덕진구 도당산2길 11,54910,127.1552829,35.84631258
호남기사식당,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 덕진구,팔복동,팔복동1가,280,3,전북특별자치도 전주시 덕진구 팔복동1가 280-3,28,,,전북특별자치도 전주시 덕진구 신복천변로 28,54845,127.1048982,35.85745257
청정인,,한식,돼지고기 구이/찜,한식 육류 요리 전문점,전북특별자치도,전주시 덕진구,여의동,만성동,1264,9,전북특별자치도 전주시 덕진구 만성동 1264-9,60,,리드타워,전북특별자치도 전주시 덕진구 만성동로 60,54868,127.0785551,35.84106081
백근집,,한식,돼지고기 구이/찜,한식 육류 요리 전문점,전북특별자치도,전주시 덕진구,덕진동,덕진동2가,670,7,전북특별자치도 전주시 덕진구 덕진동2가 670-7,10,3,,전북특별자치도 전주시 덕진구 가리내8길 10-3,54890,127.1104922,35.84373946
빛고을형제국밥,서신점,한식,국/탕/찌개류,한식 일반 음식점업,전북특별자치도,전주시 완산구,서신동,서신동,854,8,전북특별자치도 전주시 완산구 서신동 854-8,22,6,,전북특별자치도 전주시 완산구 전룡로 22-6,54953,127.1152923,35.82578189
한마당갈비전골,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,삼천2동,삼천동1가,667,,전북특별자치도 전주시 완산구 삼천동1가 667,64,,,전북특별자치도 전주시 완산구 거마남로 64,55091,127.1238658,35.79521158
달인명품호떡,,기타 간이,빵/도넛,김밥 및 기타 간이 음식점업,전북특별자치도,전주시 덕진구,인후3동,인후동1가,924,3,전북특별자치도 전주시 덕진구 인후동1가 924-3,5,13,,전북특별자치도 전주시 덕진구 석소로 5-13,55021,127.1686812,35.82740417
바른정푸드,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,삼천2동,삼천동1가,657,4,전북특별자치도 전주시 완산구 삼천동1가 657-4,27,,,전북특별자치도 전주시 완산구 하거마4길 27,55088,127.1178587,35.79510946
큰손김치찌개전주점,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,중화산2동,중화산동2가,594,7,전북특별자치도 전주시 완산구 중화산동2가 594-7,13,,,전북특별자치도 전주시 완산구 중산10길 13,54976,127.1217114,35.81880882
은행나무갈매기,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,평화2동,평화동2가,891,2,전북특별자치도 전주시 완산구 평화동2가 891-2,8,13,,전북특별자치도 전주시 완산구 소대배기로 8-13,55126,127.1313411,35.78678583
금정돼지,,한식,돼지고기 구이/찜,한식 육류 요리 전문점,전북특별자치도,전주시 완산구,효자5동,효자동2가,1156,12,전북특별자치도 전주시 완산구 효자동2가 1156-12,18,,,전북특별자치도 전주시 완산구 홍산1길 18,54969,127.1071659,35.81492021
청춘,,서양식,경양식,서양식 음식점업,전북특별자치도,전주시 완산구,중앙동,고사동,409,4,전북특별자치도 전주시 완산구 고사동 409-4,23,10,,전북특별자치도 전주시 완산구 전주객사4길 23-10,54999,127.143389,35.81875788
마키오,,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,전북특별자치도,전주시 완산구,효자5동,효자동2가,1157,4,전북특별자치도 전주시 완산구 효자동2가 1157-4,7,,전주효자에스케이리더스뷰,전북특별자치도 전주시 완산구 홍산1길 7,54969,127.1087471,35.81411667
미가일식,,일식,일식 회/초밥,일식 음식점업,전북특별자치도,전주시 완산구,효자5동,효자동3가,1646,14,전북특별자치도 전주시 완산구 효자동3가 1646-14,12,8,,전북특별자치도 전주시 완산구 마전1길 12-8,54962,127.1033466,35.82209759
